"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:070QivFOnOdtVznpnrUMCO","Bad Habits","spotify:artist:72TwyCcvk2jm4gZSGEPjhb","Billy Field","spotify:album:7hAICaEutBvl4BOVKIaJ7J","Underbelly - A Tale of Two Cities","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2009-03-19","https://i.scdn.co/image/ab67616d0000b2735e5a4f7174a63752a5a578de","1","15","208253","https://p.scdn.co/mp3-preview/18cc0d7105176bb58c64818f5368b2b97768a15b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUCW00600204","spotify:user:bradnumber1","2020-03-05T09:20:32Z","australian rock","0.565","0.601","10","-6.218","1","0.0378","0.295","0","0.147","0.776","164.981","4","","Level Two Music","P (P) 2009 Level Two Music"
"spotify:track:0a75KbBW12Hc8QtrD1gwAJ","I Wanna Do It with You","spotify:artist:2wMcQIxzH2LYHJZNxo9FcN","John Paul Young","spotify:album:28L7sCuuF8Zt6dW1FuZqRh","I Hate the Music","spotify:artist:2wMcQIxzH2LYHJZNxo9FcN","John Paul Young","2009-09-18","https://i.scdn.co/image/ab67616d0000b273c6cd995a8ad657da9a0c10f4","1","5","181906","https://p.scdn.co/mp3-preview/392bc263884451f83b54b067a7038db2380ae32e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUAP07700002","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian dance,classic uk pop","0.745","0.892","1","-5.817","1","0.0452","0.759","0.00793","0.362","0.923","129.423","4","","Albert Productions","C © 2009 BMG AM Pty Ltd., P ℗ 2009 BMG AM Pty Ltd."
"spotify:track:3RauEVgRgj1IuWdJ9fDs70","The Man","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","spotify:album:1NAmidJlEaVgA3MpcPFYGq","Lover","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","2019-08-23","https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647","1","4","190360","https://p.scdn.co/mp3-preview/8eed78d771b1fc7b51cfe4bcf198611ac243acec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USUG11901474","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop","0.777","0.658","0","-5.191","1","0.054","0.0767","0","0.0901","0.633","110.048","4","","Taylor Swift","C © 2019 Taylor Swift, P ℗ 2019 Taylor Swift"
"spotify:track:1ofagnzl7oj7z1MtwGesHX","Maria","spotify:artist:3g4Os4LNZvOQUaokeSLCwG","P.J. Proby","spotify:album:096XgmUiVnM8055Jebhyzx","In Town / Enigma","spotify:artist:3g4Os4LNZvOQUaokeSLCwG","P.J. Proby","1994","https://i.scdn.co/image/ab67616d0000b273635a9b3b57f504a59361a36e","1","11","217573","https://p.scdn.co/mp3-preview/93852f6f67ebcd2e90d5b978e2cc292751776a99?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBVVQ1700070","spotify:user:bradnumber1","2021-08-08T09:26:31Z","merseybeat,rock-and-roll","0.214","0.223","2","-13.371","1","0.0307","0.915","0","0.136","0.181","100.065","3","","See For Miles","C 1994 See For Miles Records Ltd, P 1994 See For Miles Records Ltd"
"spotify:track:3iA4foXIFpekwHyma7pRs1","Overkill","spotify:artist:0f3EsoviYnRKTkmayI3cux","Men At Work","spotify:album:4GDchmJ8oESRJ58cDXvnE0","Cargo","spotify:artist:0f3EsoviYnRKTkmayI3cux","Men At Work","1983","https://i.scdn.co/image/ab67616d0000b273d6484fa762c216ccb6b0dd45","1","2","229466","https://p.scdn.co/mp3-preview/b9844114dd6b25047e659f75649a12ac10790281?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USSM18200071","spotify:user:bradnumber1","2023-06-30T13:03:06Z","album rock,australian rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock","0.646","0.809","1","-3.99","0","0.0282","0.0854","0","0.0806","0.588","139.2","4","","Columbia/Legacy","P (P) 1982, 1983, 2003 SONY BMG MUSIC ENTERTAINMENT"
"spotify:track:6XrWIKoIwqomse4ZmBnjQd","Life Goes On","spotify:artist:7ASucWaI33cepJbo74Hlo0","E^ST","spotify:album:4R9XQ0jz7PgVJ82UtIZFaM","Life Goes On","spotify:artist:7ASucWaI33cepJbo74Hlo0","E^ST","2017-09-29","https://i.scdn.co/image/ab67616d0000b273f937fcfe85c48f3939f886af","1","1","210455","https://p.scdn.co/mp3-preview/88c6f0caea375b26e8b0c6ec40503ab6de806d11?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","AUWA01700192","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian indie","0.701","0.605","0","-6.024","1","0.0297","0.653","0","0.0753","0.505","106.968","4","","WM Australia","C © 2017 Warner Music Australia Pty Limited, P ℗ 2017 Warner Music Australia Pty Limited"
"spotify:track:27L8sESb3KR79asDUBu8nW","Stacy's Mom","spotify:artist:1pgtr4nhBQjp9oCUBPyYWh","Fountains Of Wayne","spotify:album:6TZp52tXShLQbq8yNMxqNT","Welcome Interstate Managers","spotify:artist:1pgtr4nhBQjp9oCUBPyYWh","Fountains Of Wayne","2003-01-01","https://i.scdn.co/image/ab67616d0000b273079e826265dffc3a8a26bac5","1","3","197986","https://p.scdn.co/mp3-preview/7413b51c07234686ff22b18a5627492a0d7b017a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USESC0300016","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop rock,power pop","0.774","0.75","11","-4.927","0","0.0412","0.00207","0.0000178","0.0808","0.927","118.015","4","","S-Curve Records","C © 2003 S-Curve 2, P ℗ 2003 EMI Music North America"
"spotify:track:0ZUjPkZKjzRi6bgIuJovfY","How Can We Be Lovers","spotify:artist:6YHEMoNPbcheiWS2haGzkn","Michael Bolton","spotify:album:5g9LXOhTPW9Iow6GZPRg2D","Soul Provider","spotify:artist:6YHEMoNPbcheiWS2haGzkn","Michael Bolton","1989-06-27","https://i.scdn.co/image/ab67616d0000b273e29b51efdf81e17c63880ef0","1","5","235626","https://p.scdn.co/mp3-preview/e09a7628f701828fe551bc4811dff5186e028822?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USSM18900017","spotify:user:bradnumber1","2021-08-08T09:26:31Z","soft rock","0.399","0.708","0","-10.541","0","0.0387","0.118","0","0.179","0.688","207.424","4","","Columbia","P (P) 1989 Sony Music Entertainment Inc."
"spotify:track:46LTPfvrxlgNLyIGBup4O2","Teenage Crime","spotify:artist:5kp9Qhzri9LrDkzrtjt5Sh","Adrian Lux","spotify:album:3PkihmRbn1fBM07FHktcvf","Adrian Lux","spotify:artist:5kp9Qhzri9LrDkzrtjt5Sh","Adrian Lux","2012-01-01","https://i.scdn.co/image/ab67616d0000b273fbb35fef34df7e6d7bb4fc41","1","3","168920","https://p.scdn.co/mp3-preview/f30603a52180e33a597bafba6177742a7e2a3a1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","GBKCF1000152","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.647","0.843","2","-4.801","1","0.0364","0.0192","0.686","0.104","0.328","128.015","4","","Ministry Of Sound","C © 2012 Ultra Records Inc., P ℗ 2012 Ultra Records Inc., under exclusive license to Hussle Recordings, a division of Ministry of Sound Australia Pty Ltd"
"spotify:track:2a1o6ZejUi8U3wzzOtCOYw","Danza Kuduro","spotify:artist:33ScadVnbm2X8kkUqOkC6Z, spotify:artist:5bv5RplEOwdCvhq0EILh9E","Don Omar, Lucenzo","spotify:album:6mGDfbDErYIJsmSewvccWm","Meet The Orphans","spotify:artist:33ScadVnbm2X8kkUqOkC6Z","Don Omar","2010-01-01","https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94","1","12","198773","https://p.scdn.co/mp3-preview/233463331fb88a8868992fa066f06d26d389c9ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USUM71020778","spotify:user:bradnumber1","2021-08-08T09:26:31Z","latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino,reggaeton","0.4","0.915","0","-4.89","1","0.279","0.083","0","0.0503","0.871","89.006","3","","UMLE - Machete","C © 2010 Machete Music, P ℗ 2010 Machete Music"
"spotify:track:1iola53QSlUVnceCbxr15K","Buy Me A Pony","spotify:artist:6P7kkhED6EPrfoZuxz20Fo","Spiderbait","spotify:album:2Nj9YgW5fgFbnGv8xO6tek","Greatest Hits","spotify:artist:6P7kkhED6EPrfoZuxz20Fo","Spiderbait","2005-01-01","https://i.scdn.co/image/ab67616d0000b273b3a1594c9b9187a6a07e79d3","1","10","105200","https://p.scdn.co/mp3-preview/efdcc482d41760e89c56f266fbaf2dba5470a700?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUPO09620230","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian alternative rock,australian rock","0.485","0.935","7","-3.62","1","0.0414","0.00183","0.873","0.0915","0.97","158.427","4","","Universal Music Group","C © 2005 Universal Music Australia Pty Ltd., P ℗ 2005 Universal Music Australia Pty Ltd."
"spotify:track:3PfERRzizJqTx0fuRmBgtH","You're so Vain","spotify:artist:31Qm8tlnFdAbGPok6Rfhz3","Chocolate Starfish","spotify:album:4djRLJLSGUAkT6MMiorGLX","Chocolate Starfish","spotify:artist:31Qm8tlnFdAbGPok6Rfhz3","Chocolate Starfish","2017-04-11","https://i.scdn.co/image/ab67616d0000b273d7523cde1c32f5ecd7447b6c","1","7","249160","https://p.scdn.co/mp3-preview/ad3f93e7c933fe96b255466d5543f70043471a83?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","uscgj1784433","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian rock","0.674","0.844","0","-7.473","1","0.0727","0.116","0.00524","0.0805","0.595","107.888","4","","Chocolate Starfish","C 2017 Chocolate Starfish, P 2017 Chocolate Starfish"
"spotify:track:0C3nGIOCvSsRwc0zpAJ9Db","Got to Get It","spotify:artist:0BZ3BHzfYwpd3k5TDnvAz8","Culture Beat","spotify:album:4dButnBmVJox87ObbC9vTr","Serenity","spotify:artist:0BZ3BHzfYwpd3k5TDnvAz8","Culture Beat","1993","https://i.scdn.co/image/ab67616d0000b27355fce527065d0f792af677b9","1","3","321426","https://p.scdn.co/mp3-preview/d8a8883051f52e3d922f4a0bee187e9b5408b2e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEPT99300134","spotify:user:bradnumber1","2021-08-08T09:26:31Z","eurodance,europop,german techno,hip house","0.668","0.909","9","-9.925","0","0.0397","0.000705","0.0448","0.235","0.541","132.865","4","","Abfahrt Media","C 2012 Abfahrt Media GmbH, P 2012 Abfahrt Media GmbH"
"spotify:track:0QdePZJfBpRIBautuT4FSx","Angels Like You","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:0BCjAmbM8ryCM9gxy5yW7h","Plastic Hearts","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2020-11-27","https://i.scdn.co/image/ab67616d0000b27350061ccded678a361a2009ec","1","3","196453","https://p.scdn.co/mp3-preview/4db8314199c0d49e95c786792ecd06eadae9f510?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USRC12003754","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop","0.672","0.642","5","-4.035","1","0.0313","0.0981","0","0.1","0.494","121.981","4","","RCA Records Label","P (P) 2020 RCA Records, a division of Sony Music Entertainment"
"spotify:track:2EnaF6Nll7GTSAyaXvd2qW","Circles on the Water","spotify:artist:5i84V8Zk7YqCN6xxb7SWgw","Samantha Jade","spotify:album:3p56kf3Vm4ejOOgGkIzrI3","Circles on the Water","spotify:artist:5i84V8Zk7YqCN6xxb7SWgw","Samantha Jade","2017-05-26","https://i.scdn.co/image/ab67616d0000b273fbbb74fb0b223bb7146eb58e","1","1","219865","https://p.scdn.co/mp3-preview/8800174efeceacaed5dac403a2d31b2d62edee00?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","AUBM01700492","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop,australian talent show","0.611","0.583","1","-8.529","1","0.316","0.113","0.0000341","0.125","0.263","114.967","4","","Sony Music Entertainment","P (P) 2017 Sony Music Entertainment Australia Pty Ltd"
"spotify:track:3xgKCfRwbqie54nHtSLnhM","Playboy","spotify:artist:0MponVSpW81oLvJZ53vYZH","The Marvelettes","spotify:album:4lQGx8rNgekiFN6Zk9BV7y","Playboy","spotify:artist:0MponVSpW81oLvJZ53vYZH","The Marvelettes","1962-01-01","https://i.scdn.co/image/ab67616d0000b273279d61161b1f748218184488","1","1","164840","https://p.scdn.co/mp3-preview/c782a625147734cb3ff0ca4fec1fca6644c0e224?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMO16270001","spotify:user:bradnumber1","2021-08-08T09:26:31Z","classic girl group,classic soul,motown,soul,southern soul","0.867","0.702","0","-5.625","1","0.0531","0.356","0","0.06","0.939","123.842","4","","Universal Music Group","C © 1962 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1962 Motown Records, a Division of UMG Recordings, Inc."
"spotify:track:0ErrsvDylBWZeAUYbqLllv","Part-Time Lover","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","spotify:album:7JfvlSXZufIMTzPdwRqyPH","In Square Circle","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","1985-09-13","https://i.scdn.co/image/ab67616d0000b27320d7b5c90865bf7465180896","1","1","252560","https://p.scdn.co/mp3-preview/77257eb3b4801647b278a2b5c32714b6adf93626?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMO18500543","spotify:user:bradnumber1","2021-08-08T09:26:31Z","motown,soul","0.662","0.624","10","-13.606","0","0.0417","0.165","0","0.0674","0.961","174.513","4","","Universal Music Group","C © 1985 The Motown Record Company LP, P ℗ 1985 The Motown Record Company LP"
"spotify:track:5lm8SfB4FoPbUcSDKTO8c4","Night of My Life","spotify:artist:5XVcYaeSTGZXwxd63aY9Tv","Damien Leith","spotify:album:0wNiJEdRcrsry9vzn3L45x","Night Of My Life","spotify:artist:5XVcYaeSTGZXwxd63aY9Tv","Damien Leith","2006-12-02","https://i.scdn.co/image/ab67616d0000b27318587c14aac2e0800278b1dc","1","1","214613","https://p.scdn.co/mp3-preview/9ad2cf29e5f4552aada9bd960bd4ecc5dc2ace92?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","AUBM00600967","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop","0.416","0.559","0","-5.787","1","0.0267","0.00341","0","0.2","0.282","168.142","4","","Sony BMG Music Entertainment","P (P) 2006 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED"
"spotify:track:6qI0MU175Dk2DeoUjlrOpy","911","spotify:artist:1HY2Jd0NmPuamShAr6KMms","Lady Gaga","spotify:album:05c49JgPmL4Uz2ZeqRx5SP","Chromatica","spotify:artist:1HY2Jd0NmPuamShAr6KMms","Lady Gaga","2020-05-29","https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a","1","8","172133","https://p.scdn.co/mp3-preview/4f4548f7f1abd44a15b02e859b130539bff7719a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USUM72004307","spotify:user:bradnumber1","2021-08-08T09:26:31Z","art pop,dance pop,pop","0.789","0.813","5","-4.563","1","0.0374","0.0294","0.00000207","0.519","0.42","116.007","4","","Interscope","C © 2020 Interscope Records, P ℗ 2020 Interscope Records"
"spotify:track:3Pas9u4vk4hKEIa5OtKRFF","Total Eclipse of the Heart","spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","Bonnie Tyler","spotify:album:2W3smztLjzbuAQTIme3Pkp","4 Hits","spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","Bonnie Tyler","2011-09-16","https://i.scdn.co/image/ab67616d0000b27313f1437bb5d4e6788b113229","1","1","270546","https://p.scdn.co/mp3-preview/42af1cbc20498d5e7de081f39b218ab035c9a57a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBBBN8300025","spotify:user:bradnumber1","2021-08-08T09:27:48Z","europop,new wave pop,soft rock","0.428","0.644","8","-7.582","1","0.0628","0.205","0","0.119","0.113","129.432","4","","Sony Music UK","P This Compilation (P) 2011 Sony Music Entertainment UK Limited"
"spotify:track:7L4NzRGuukFbw4pRylIjlN","Don't Pay The Ferryman","spotify:artist:2RpHsROrX075xfIwHn6B2U","Chris de Burgh","spotify:album:3azZV6V1yvATlE05bmWMCR","The Getaway","spotify:artist:2RpHsROrX075xfIwHn6B2U","Chris de Burgh","1982-01-01","https://i.scdn.co/image/ab67616d0000b273855a98cce5aa258db61ef9a3","1","1","231333","https://p.scdn.co/mp3-preview/29841ec0fede85051e81fef7cb63fffb6fdf4f79?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBAAM8201059","spotify:user:bradnumber1","2021-08-08T09:26:31Z","new wave pop,soft rock","0.535","0.721","4","-10.823","0","0.0402","0.123","0.000185","0.665","0.793","151.996","4","","Virgin EMI","C © 1982 A&M Records Ltd., P ℗ 1982 A&M Records Ltd."
"spotify:track:1LeWIs2hP2r5yOQnVuYoI5","Ain't No Mountain High Enough","spotify:artist:3koiLjNrgRTNbOwViDipeA, spotify:artist:75jNCko3SnEMI5gwGqrbb8","Marvin Gaye, Tammi Terrell","spotify:album:67Eq3nfl1km9s5ig76Cc8B","United","spotify:artist:3koiLjNrgRTNbOwViDipeA, spotify:artist:75jNCko3SnEMI5gwGqrbb8","Marvin Gaye, Tammi Terrell","1967-08-29","https://i.scdn.co/image/ab67616d0000b27396e0b7befe3ba88f5a7d5a3f","1","1","151666","https://p.scdn.co/mp3-preview/7301aee11d8646c25071e0825b0794aa609092db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMO16700534","spotify:user:bradnumber1","2021-08-08T09:26:31Z","classic soul,motown,neo soul,northern soul,quiet storm,soul,classic soul,motown,soul,southern soul","0.663","0.6","7","-10.87","1","0.032","0.43","0","0.184","0.8","129.991","4","","Motown (Capitol)","C © 1967 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1967 Motown Records, a Division of UMG Recordings, Inc."
"spotify:track:6XZpVCFrDf2XMtyaX1Wst0","It's Too Late","spotify:artist:5VWIuZAPbBdtFHdbDyYeHQ","Evermore","spotify:album:15rNvcWvKVyqKsXtjUfmvS","Dreams","spotify:artist:5VWIuZAPbBdtFHdbDyYeHQ","Evermore","2004-09-24","https://i.scdn.co/image/ab67616d0000b27326f117ac50bc8e66ae1b78b5","1","2","235333","https://p.scdn.co/mp3-preview/c7a88c74a31efafae04f72e51a0c58f84248e699?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUWA00413730","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian alternative rock,australian rock,kiwi rock","0.539","0.714","8","-4.925","0","0.0278","0.0489","0.000594","0.17","0.592","139.055","4","","WEA","C © 2004 Evermore Music, P ℗ 2004 Evermore Music"
"spotify:track:2DUbzMIzQz7k28KKF2fpgo","You Don't Have to Say You Love Me","spotify:artist:43ZHCT0cAZBISjO8DG9PnE","Elvis Presley","spotify:album:4GV0xppHWngvgnPgAqvGxA","The Essential Elvis Presley 3.0","spotify:artist:43ZHCT0cAZBISjO8DG9PnE","Elvis Presley","2007","https://i.scdn.co/image/ab67616d0000b2736c913d9774adb30adab567ad","3","8","150533","https://p.scdn.co/mp3-preview/6d40f63d6c9032deed1bd0ea00df3c9183b91b05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USRC19808586","spotify:user:bradnumber1","2021-08-08T09:26:31Z","rock-and-roll,rockabilly","0.321","0.563","5","-10.637","0","0.0496","0.589","0.00387","0.348","0.687","115.813","3","","RCA/Legacy","P (P) 2007 Sony Music Entertainment"
"spotify:track:6IiCb4PCrDgqLuDWgHhFi7","Inside Out (feat. Griff)","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:5RJFJWYgtgWktosLrUDzff","Zedd, Griff","spotify:album:4eAf9fHtOj0mVTSV3cB2km","Inside Out (feat. Griff)","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:5RJFJWYgtgWktosLrUDzff","Zedd, Griff","2020-10-23","https://i.scdn.co/image/ab67616d0000b273c0144e6a8931844424c1d2f0","1","1","186245","https://p.scdn.co/mp3-preview/b0d3e3ba3016c508f10c9dbf557af84ccb96e6a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USUM72019501","spotify:user:bradnumber1","2021-08-08T09:26:31Z","complextro,edm,german techno,pop,pop dance,alt z,uk pop","0.64","0.683","2","-4.309","1","0.0434","0.169","0","0.109","0.4","146.058","4","","Interscope Records","C © 2020 Interscope Records, P ℗ 2020 Interscope Records"
"spotify:track:0Oc2t0ffBfnFKthTFB87zZ","Fingertips - Original Studio Version","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","spotify:album:59kGZJG2VznHMuQReabL55","The Jazz Soul Of Little Stevie","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","1962-09-01","https://i.scdn.co/image/ab67616d0000b27312972ed2d0264bfd6e728d23","1","1","176040","https://p.scdn.co/mp3-preview/e9ee20126c7a17b62c5244c4ec9dadcba1d319dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMO10300405","spotify:user:bradnumber1","2021-08-08T09:26:31Z","motown,soul","0.521","0.696","5","-9.317","1","0.0285","0.597","0.0000496","0.367","0.856","79.941","4","","Universal Music Group","C © 1962 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1962 Motown Records, a Division of UMG Recordings, Inc."
"spotify:track:4Q0aYLHFOadFypiCpv4Rb7","Another Man (feat. Megan Joy) (feat. Megan Joy)","spotify:artist:0TAITmVrG10TK5kngOwpPr, spotify:artist:49viEfjH2H3YgB52Cj0IZH","Itch, Megan Joy","spotify:album:41Wm88AxOWl6JK2LaM6Q1F","Another Man (feat. Megan Joy) (feat. Megan Joy)","spotify:artist:0TAITmVrG10TK5kngOwpPr","Itch","2014-08-01","https://i.scdn.co/image/ab67616d0000b273247a9e7f03dfab17aa93fdbe","1","1","188166","https://p.scdn.co/mp3-preview/a21f2fb653071f07a7762249546e98a01f1150bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","USP6L1300131","spotify:user:bradnumber1","2021-08-08T09:26:31Z","idol","0.536","0.941","11","-3.8","0","0.117","0.0082","0","0.246","0.799","148.06","4","","Red Bull Records","P (P) 2013 Red Bull Records, Inc."
"spotify:track:4vHMbItY3W8VfxFuH2kQn6","I Go To Rio","spotify:artist:6748v9yNrbb4PPJuvfoMRa","Peter Allen","spotify:album:2TEO7y7MfqIGogslg9Jm9j","At His Best","spotify:artist:6748v9yNrbb4PPJuvfoMRa","Peter Allen","1993-01-01","https://i.scdn.co/image/ab67616d0000b2731b51b668c70033f14e859173","1","17","383933","https://p.scdn.co/mp3-preview/1a13c5505cd6b3ae986d0a140de80cd17a85630e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAM17700337","spotify:user:bradnumber1","2021-08-08T09:26:31Z","deep soft rock","0.549","0.902","10","-6.898","1","0.0531","0.107","0.0582","0.959","0.767","136.449","4","","Universal Music Group","C © 1993 A&M Records, P ℗ 1993 A&M Records"
"spotify:track:79hJaqmVdohltPBNN6BULM","Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","spotify:artist:1LZEQNv7sE11VDY3SdxQeN","Bee Gees","spotify:album:5DDYh6LgANWIVRo0k3MGyv","Tales From The Brothers Gibb","spotify:artist:1LZEQNv7sE11VDY3SdxQeN","Bee Gees","1990-10-01","https://i.scdn.co/image/ab67616d0000b273c7fc603f96d9a75ea2bfdffa","3","9","281666","https://p.scdn.co/mp3-preview/e585ea463bd758c453633508f203a643dbfd37b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","NLF057790034","spotify:user:bradnumber1","2021-08-08T09:26:31Z","disco,mellow gold,soft rock","0.708","0.567","10","-15.539","0","0.0355","0.07","0.00105","0.152","0.955","103.606","4","","Bee Gees Catalog","C © 1990 UMG Recordings, Inc., P This Compilation ℗ 1990 UMG Recordings, Inc."
"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","The Box","spotify:artist:757aE44tKEUQEqRuT6GnEB","Roddy Ricch","spotify:album:52u4anZbHd6UInnmHRFzba","Please Excuse Me for Being Antisocial","spotify:artist:757aE44tKEUQEqRuT6GnEB","Roddy Ricch","2019-12-06","https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f","1","2","196652","https://p.scdn.co/mp3-preview/6306fda4df77cbcaf47c8b9fa3575ce457504c9c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","USAT21906978","spotify:user:bradnumber1","2021-08-08T09:26:31Z","melodic rap,rap,trap","0.896","0.586","10","-6.687","0","0.0559","0.104","0","0.79","0.642","116.971","4","","Atlantic Records","C © 2019 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2019 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
"spotify:track:3OalxlWH0v14kyBcNBMINt","Mercy","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","spotify:album:0S9QJQiRmG9JYYfJfKqhDF","Illuminate (Deluxe)","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","2016-09-23","https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef","1","2","208733","https://p.scdn.co/mp3-preview/7814718df164c0b2e3543430b3482b4b6f6f5717?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM71603531","spotify:user:bradnumber1","2021-08-08T09:26:31Z","canadian pop,pop,viral pop","0.562","0.681","11","-4.934","0","0.0871","0.113","0","0.11","0.357","148.064","4","","Universal Music Group","C © 2016 Island Records, a division of UMG Recordings, Inc., P ℗ 2016 Island Records, a division of UMG Recordings, Inc."
"spotify:track:1OFKUn2VLafrHj7ybnap0Q","Only Wanna Be With You","spotify:artist:08ct2eZF5lUPdJpHwNKWof","Hootie & The Blowfish","spotify:album:5AYmpTfdv1OoASUJ5rZB7K","Cracked Rear View","spotify:artist:08ct2eZF5lUPdJpHwNKWof","Hootie & The Blowfish","1994-07-01","https://i.scdn.co/image/ab67616d0000b273820d2376b2fb84aa99823903","1","4","229586","https://p.scdn.co/mp3-preview/1914feba3e47c85f20858ea8438190be7b405b91?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USAT29400023","spotify:user:bradnumber1","2022-08-26T01:29:14Z","pop rock,post-grunge","0.49","0.873","6","-5.861","1","0.0355","0.107","0.00000519","0.118","0.513","103.272","4","","Atlantic Records","C © 1994 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved. Made in U.S.A. Warning: Unauthorized reproduction of this recording is prohibited by Federal law and subject to criminal prosecution. 82613-2, P ℗ 1994 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved. Made in U.S.A. Warning: Unauthorized reproduction of this recording is prohibited by Federal law and subject to criminal prosecution. 82613-2"
